"migratieachtergrond","perioden","totaal"
"Nieuw-Zeeland";"2006";4773
"Nieuw-Zeeland";"2007";4753
"Nieuw-Zeeland";"2008";4756
"Nieuw-Zeeland";"2009";4852
"Nieuw-Zeeland";"2010";4918
"Nieuw-Zeeland";"2011";4964
"Nieuw-Zeeland";"2012";5035
"Nieuw-Zeeland";"2013";5122
"Nieuw-Zeeland";"2014";5187
"Nieuw-Zeeland";"2015";5267
"Nieuw-Zeeland";"2016";5429
"Nieuw-Zeeland";"2017";5566
"Niue";"1997";0
"Niue";"1998";0
"Niue";"1999";0
"Niue";"2000";0
"Niue";"2001";0
"Niue";"2002";0
"Niue";"2003";0
"Niue";"2004";0
"Niue";"2005";0
"Niue";"2006";0
"Niue";"2007";0
"Niue";"2008";0
"Niue";"2009";0
"Niue";"2010";0
"Niue";"2011";0
"Niue";"2012";0
"Niue";"2013";0
"Niue";"2014";0
"Niue";"2015";0
"Niue";"2016";0
"Niue";"2017";0
"Noordelijke Marianen";"1997";0
"Noordelijke Marianen";"1998";0
"Noordelijke Marianen";"1999";0
"Noordelijke Marianen";"2000";0
"Noordelijke Marianen";"2001";1
"Noordelijke Marianen";"2002";0
"Noordelijke Marianen";"2003";0
"Noordelijke Marianen";"2004";0
"Noordelijke Marianen";"2005";0
"Noordelijke Marianen";"2006";0
"Noordelijke Marianen";"2007";0
"Noordelijke Marianen";"2008";0
"Noordelijke Marianen";"2009";0
"Noordelijke Marianen";"2010";0
"Noordelijke Marianen";"2011";0
"Noordelijke Marianen";"2012";0
"Noordelijke Marianen";"2013";0
"Noordelijke Marianen";"2014";0
"Noordelijke Marianen";"2015";0
"Noordelijke Marianen";"2016";0
"Noordelijke Marianen";"2017";0
"Norfolk";"1997";0
"Norfolk";"1998";0
"Norfolk";"1999";0
"Norfolk";"2000";0
"Norfolk";"2001";0
"Norfolk";"2002";0
"Norfolk";"2003";0
"Norfolk";"2004";0
"Norfolk";"2005";0
"Norfolk";"2006";0
"Norfolk";"2007";0
"Norfolk";"2008";0
"Norfolk";"2009";0
"Norfolk";"2010";0
"Norfolk";"2011";0
"Norfolk";"2012";0
"Norfolk";"2013";0
"Norfolk";"2014";0
"Norfolk";"2015";0
"Norfolk";"2016";0
"Norfolk";"2017";0
"Palau";"1997";1
"Palau";"1998";1
"Palau";"1999";1
"Palau";"2000";1
"Palau";"2001";1
"Palau";"2002";1
"Palau";"2003";1
"Palau";"2004";1
"Palau";"2005";1
"Palau";"2006";1
