"migratieachtergrond","perioden","totaal"
"Israël";"1997";5416"
"Israël";"1998";5604"
"Israël";"1999";5835"
"Israël";"2000";6066"
"Israël";"2001";6294"
"Israël";"2002";6658"
"Israël";"2003";7179"
"Israël";"2004";7531"
"Israël";"2005";7775"
"Israël";"2006";7851"
"Israël";"2007";7915"
"Israël";"2008";7962"
"Israël";"2009";8117"
"Israël";"2010";8292"
"Israël";"2011";8367"
"Israël";"2012";8409"
"Israël";"2013";8497"
"Israël";"2014";8669"
"Israël";"2015";8874"
"Israël";"2016";9198"
"Israël";"2017";9454"
"Japan";"1997";6396"
"Japan";"1998";6475"
"Japan";"1999";6603"
"Japan";"2000";6674"
"Japan";"2001";6859"
"Japan";"2002";7078"
"Japan";"2003";7116"
"Japan";"2004";7215"
"Japan";"2005";7286"
"Japan";"2006";7347"
"Japan";"2007";7347"
"Japan";"2008";7347"
"Japan";"2009";7524"
"Japan";"2010";7246"
"Japan";"2011";7225"
"Japan";"2012";7301"
"Japan";"2013";7387"
"Japan";"2014";7334"
"Japan";"2015";7452"
"Japan";"2016";7726"
"Japan";"2017";8198"
"Jemen";"1997";226"
"Jemen";"1998";257"
"Jemen";"1999";318"
"Jemen";"2000";360"
"Jemen";"2001";425"
"Jemen";"2002";491"
"Jemen";"2003";546"
"Jemen";"2004";541"
"Jemen";"2005";510"
"Jemen";"2006";506"
"Jemen";"2007";482"
"Jemen";"2008";483"
"Jemen";"2009";520"
"Jemen";"2010";517"
"Jemen";"2011";576"
"Jemen";"2012";613"
"Jemen";"2013";637"
"Jemen";"2014";652"
"Jemen";"2015";713"
"Jemen";"2016";800"
"Jemen";"2017";926"
"Jordanië";"1997";1025"
"Jordanië";"1998";1090"
"Jordanië";"1999";1154"
"Jordanië";"2000";1197"
"Jordanië";"2001";1264"
"Jordanië";"2002";1337"
"Jordanië";"2003";1359"
"Jordanië";"2004";1406"
"Jordanië";"2005";1435"
"Jordanië";"2006";1436"
"Jordanië";"2007";1437"
"Jordanië";"2008";1465"
"Jordanië";"2009";1500"
"Jordanië";"2010";1515"
"Jordanië";"2011";1530"
"Jordanië";"2012";1536"
"Jordanië";"2013";1551"
"Jordanië";"2014";1566"
"Jordanië";"2015";1627"
"Jordanië";"2016";1784"
"Jordanië";"2017";1950"
"Katar";"1997";16"
"Katar";"1998";28"
"Katar";"1999";33"
"Katar";"2000";35"
"Katar";"2001";35"
"Katar";"2002";35"
"Katar";"2003";39"
"Katar";"2004";35"
"Katar";"2005";35"
"Katar";"2006";38"
"Katar";"2007";39"
"Katar";"2008";38"
"Katar";"2009";49"
"Katar";"2010";55"
"Katar";"2011";58"
"Katar";"2012";65"
"Katar";"2013";74"
"Katar";"2014";94"
"Katar";"2015";107"
"Katar";"2016";177"
"Katar";"2017";224"
"Koeweit";"1997";976"
"Koeweit";"1998";1201"
"Koeweit";"1999";1383"
"Koeweit";"2000";1487"
"Koeweit";"2001";1660"
"Koeweit";"2002";1782"
"Koeweit";"2003";1770"
"Koeweit";"2004";1735"
"Koeweit";"2005";1685"
"Koeweit";"2006";1624"
"Koeweit";"2007";1573"
"Koeweit";"2008";1517"
"Koeweit";"2009";1558"
"Koeweit";"2010";1532"
"Koeweit";"2011";1555"
"Koeweit";"2012";1570"
"Koeweit";"2013";1606"
"Koeweit";"2014";1659"
"Koeweit";"2015";1759"
"Koeweit";"2016";1913"
"Koeweit";"2017";2171"
"Laos";"1997";148"
"Laos";"1998";158"
"Laos";"1999";162"
"Laos";"2000";169"
"Laos";"2001";175"
"Laos";"2002";186"
"Laos";"2003";195"
"Laos";"2004";199"
"Laos";"2005";203"
"Laos";"2006";212"
"Laos";"2007";219"
"Laos";"2008";222"
"Laos";"2009";235"
"Laos";"2010";250"
"Laos";"2011";267"
"Laos";"2012";299"
"Laos";"2013";308"
"Laos";"2014";322"
"Laos";"2015";322"
"Laos";"2016";318"
"Laos";"2017";327"
"Libanon";"1997";3159"
"Libanon";"1998";3292"
"Libanon";"1999";3459"
"Libanon";"2000";3658"
"Libanon";"2001";3948"
"Libanon";"2002";4194"
"Libanon";"2003";4385"
"Libanon";"2004";4491"
"Libanon";"2005";4574"
"Libanon";"2006";4648"
"Libanon";"2007";4856"
"Libanon";"2008";4987"
"Libanon";"2009";5095"
"Libanon";"2010";5180"
"Libanon";"2011";5224"
"Libanon";"2012";5296"
"Libanon";"2013";5382"
"Libanon";"2014";5493"
"Libanon";"2015";5592"
"Libanon";"2016";5892"
"Libanon";"2017";6310"
"Macau";"1997";80"
"Macau";"1998";81"
"Macau";"1999";88"
"Macau";"2000";104"
"Macau";"2001";117"
"Macau";"2002";119"
"Macau";"2003";115"
"Macau";"2004";117"
"Macau";"2005";114"
"Macau";"2006";125"
"Macau";"2007";124"
"Macau";"2008";118"
"Macau";"2009";117"
"Macau";"2010";119"
"Macau";"2011";121"
"Macau";"2012";119"
"Macau";"2013";112"
"Macau";"2014";116"
"Macau";"2015";124"
"Macau";"2016";120"
"Macau";"2017";124"
"Maldiven";"1997";8"
"Maldiven";"1998";12"
"Maldiven";"1999";11"
"Maldiven";"2000";12"
"Maldiven";"2001";14"
"Maldiven";"2002";15"
"Maldiven";"2003";18"
"Maldiven";"2004";19"
"Maldiven";"2005";15"
"Maldiven";"2006";18"
"Maldiven";"2007";19"
"Maldiven";"2008";17"
"Maldiven";"2009";19"
"Maldiven";"2010";18"
"Maldiven";"2011";19"
"Maldiven";"2012";19"
"Maldiven";"2013";21"
"Maldiven";"2014";21"
"Maldiven";"2015";23"
"Maldiven";"2016";25"
"Maldiven";"2017";31"
"Maleisië";"1997";3664"
"Maleisië";"1998";3713"
"Maleisië";"1999";3888"
"Maleisië";"2000";4039"
"Maleisië";"2001";4145"
"Maleisië";"2002";4298"
"Maleisië";"2003";4441"
"Maleisië";"2004";4575"
"Maleisië";"2005";4607"
"Maleisië";"2006";4649"
"Maleisië";"2007";4825"
"Maleisië";"2008";4967"
"Maleisië";"2009";5046"
"Maleisië";"2010";5145"
"Maleisië";"2011";5119"
"Maleisië";"2012";5166"
"Maleisië";"2013";5278"
"Maleisië";"2014";5356"
"Maleisië";"2015";5420"
"Maleisië";"2016";5532"
"Maleisië";"2017";5674"
"Mongolië";"1997";29"
"Mongolië";"1998";34"
"Mongolië";"1999";53"
"Mongolië";"2000";64"
"Mongolië";"2001";159"
"Mongolië";"2002";341"
"Mongolië";"2003";437"
"Mongolië";"2004";489"
"Mongolië";"2005";472"
"Mongolië";"2006";436"
"Mongolië";"2007";416"
"Mongolië";"2008";446"
"Mongolië";"2009";503"
"Mongolië";"2010";556"
"Mongolië";"2011";642"
"Mongolië";"2012";633"
"Mongolië";"2013";637"
"Mongolië";"2014";639"
"Mongolië";"2015";652"
"Mongolië";"2016";698"
"Mongolië";"2017";735"
"Myanmar";"1997";213"
"Myanmar";"1998";213"
"Myanmar";"1999";223"
"Myanmar";"2000";249"
"Myanmar";"2001";273"
"Myanmar";"2002";375"
"Myanmar";"2003";433"
"Myanmar";"2004";460"
"Myanmar";"2005";462"
"Myanmar";"2006";466"
"Myanmar";"2007";564"
"Myanmar";"2008";622"
"Myanmar";"2009";747"
"Myanmar";"2010";836"
"Myanmar";"2011";995"
"Myanmar";"2012";1126"
"Myanmar";"2013";1220"
"Myanmar";"2014";1282"
"Myanmar";"2015";1340"
"Myanmar";"2016";1397"
"Myanmar";"2017";1427"
"Nepal";"1997";248"
"Nepal";"1998";277"
"Nepal";"1999";320"
"Nepal";"2000";349"
"Nepal";"2001";401"
"Nepal";"2002";388"
"Nepal";"2003";441"
"Nepal";"2004";547"
"Nepal";"2005";626"
"Nepal";"2006";977"
"Nepal";"2007";1060"
"Nepal";"2008";1078"
"Nepal";"2009";1166"
"Nepal";"2010";1399"
"Nepal";"2011";1505"
"Nepal";"2012";1617"
"Nepal";"2013";1708"
"Nepal";"2014";1794"
"Nepal";"2015";1977"
"Nepal";"2016";2082"
"Nepal";"2017";2199"
"Noord-Korea";"1997";1"
"Noord-Korea";"1998";1"
"Noord-Korea";"1999";3"
"Noord-Korea";"2000";5"
"Noord-Korea";"2001";12"
"Noord-Korea";"2002";21"
"Noord-Korea";"2003";24"
"Noord-Korea";"2004";29"
"Noord-Korea";"2005";29"
"Noord-Korea";"2006";32"
"Noord-Korea";"2007";28"
"Noord-Korea";"2008";31"
"Noord-Korea";"2009";34"
"Noord-Korea";"2010";33"
"Noord-Korea";"2011";41"
"Noord-Korea";"2012";59"
"Noord-Korea";"2013";81"
"Noord-Korea";"2014";104"
"Noord-Korea";"2015";131"
"Noord-Korea";"2016";108"
"Noord-Korea";"2017";108"
"Oman";"1997";103"
"Oman";"1998";131"
"Oman";"1999";174"
"Oman";"2000";176"
"Oman";"2001";173"
"Oman";"2002";172"
"Oman";"2003";182"
"Oman";"2004";191"
"Oman";"2005";212"
"Oman";"2006";239"
"Oman";"2007";244"
"Oman";"2008";235"
"Oman";"2009";227"
"Oman";"2010";202"
"Oman";"2011";220"
"Oman";"2012";249"
"Oman";"2013";289"
"Oman";"2014";363"
"Oman";"2015";409"
"Oman";"2016";459"
"Oman";"2017";482"
"Pakistan";"1997";14663"
"Pakistan";"1998";15135"
"Pakistan";"1999";15582"
"Pakistan";"2000";16149"
"Pakistan";"2001";16787"
"Pakistan";"2002";17325"
"Pakistan";"2003";17749"
"Pakistan";"2004";17990"
"Pakistan";"2005";17894"
"Pakistan";"2006";18184"
"Pakistan";"2007";18374"
"Pakistan";"2008";18478"
"Pakistan";"2009";18579"
"Pakistan";"2010";19102"
"Pakistan";"2011";19408"
"Pakistan";"2012";19888"
"Pakistan";"2013";20202"
"Pakistan";"2014";20653"
"Pakistan";"2015";20952"
"Pakistan";"2016";21447"
"Pakistan";"2017";22137"
"Saoedi-Arabië";"1997";661"
"Saoedi-Arabië";"1998";651"
"Saoedi-Arabië";"1999";677"
"Saoedi-Arabië";"2000";714"
"Saoedi-Arabië";"2001";761"
"Saoedi-Arabië";"2002";825"
"Saoedi-Arabië";"2003";892"
"Saoedi-Arabië";"2004";903"
"Saoedi-Arabië";"2005";951"
"Saoedi-Arabië";"2006";958"
"Saoedi-Arabië";"2007";985"
"Saoedi-Arabië";"2008";1101"
"Saoedi-Arabië";"2009";1219"
"Saoedi-Arabië";"2010";1424"
"Saoedi-Arabië";"2011";1667"
"Saoedi-Arabië";"2012";1738"
"Saoedi-Arabië";"2013";1798"
"Saoedi-Arabië";"2014";1962"
"Saoedi-Arabië";"2015";2198"
"Saoedi-Arabië";"2016";2606"
"Saoedi-Arabië";"2017";3102"
"Singapore";"1997";3578"
"Singapore";"1998";3597"
"Singapore";"1999";3634"
"Singapore";"2000";3732"
"Singapore";"2001";3774"
"Singapore";"2002";3854"
"Singapore";"2003";3973"
"Singapore";"2004";4055"
"Singapore";"2005";4108"
"Singapore";"2006";4203"
"Singapore";"2007";4237"
"Singapore";"2008";4238"
"Singapore";"2009";4353"
"Singapore";"2010";4419"
"Singapore";"2011";4490"
"Singapore";"2012";4569"
"Singapore";"2013";4694"
"Singapore";"2014";4782"
"Singapore";"2015";4912"
"Singapore";"2016";4999"
"Singapore";"2017";5169"
"Sovjet-Unie(oud)";"1997";13104"
"Sovjet-Unie(oud)";"1998";14895"
"Sovjet-Unie(oud)";"1999";17051"
"Sovjet-Unie(oud)";"2000";19679"
"Sovjet-Unie(oud)";"2001";24976"
"Sovjet-Unie(oud)";"2002";30358"
"Sovjet-Unie(oud)";"2003";34281"
"Sovjet-Unie(oud)";"2004";36521"
"Sovjet-Unie(oud)";"2005";38274"
"Sovjet-Unie(oud)";"2006";39453"
"Sovjet-Unie(oud)";"2007";40523"
"Sovjet-Unie(oud)";"2008";42160"
"Sovjet-Unie(oud)";"2009";44392"
"Sovjet-Unie(oud)";"2010";46507"
"Sovjet-Unie(oud)";"2011";49118"
"Sovjet-Unie(oud)";"2012";51623"
"Sovjet-Unie(oud)";"2013";53695"
"Sovjet-Unie(oud)";"2014";55233"
"Sovjet-Unie(oud)";"2015";57482"
"Sovjet-Unie(oud)";"2016";59570"
"Sovjet-Unie(oud)";"2017";61946"
"SriLanka";"1997";5930"
"SriLanka";"1998";6463"
"SriLanka";"1999";7046"
"SriLanka";"2000";7685"
"SriLanka";"2001";8384"
"SriLanka";"2002";9053"
"SriLanka";"2003";9606"
"SriLanka";"2004";9812"
"SriLanka";"2005";9827"
"SriLanka";"2006";9724"
"SriLanka";"2007";9612"
"SriLanka";"2008";9722"
"SriLanka";"2009";10009"
"SriLanka";"2010";10346"
"SriLanka";"2011";10722"
"SriLanka";"2012";11083"
"SriLanka";"2013";11389"
"SriLanka";"2014";11703"
"SriLanka";"2015";12124"
"SriLanka";"2016";12350"
"SriLanka";"2017";12696"
"Syrië";"1997";3945"
"Syrië";"1998";4324"
"Syrië";"1999";4686"
"Syrië";"2000";5397"
"Syrië";"2001";6488"
"Syrië";"2002";7736"
"Syrië";"2003";8466"
"Syrië";"2004";8803"
"Syrië";"2005";9044"
"Syrië";"2006";9191"
"Syrië";"2007";9341"
"Syrië";"2008";9617"
"Syrië";"2009";9976"
"Syrië";"2010";10263"
"Syrië";"2011";10659"
"Syrië";"2012";11025"
"Syrië";"2013";11665"
"Syrië";"2014";13744"
"Syrië";"2015";22568"
"Syrië";"2016";43838"
"Syrië";"2017";72903"
"Taiwan";"1997";1009"
"Taiwan";"1998";1155"
"Taiwan";"1999";1321"
"Taiwan";"2000";1416"
"Taiwan";"2001";1488"
"Taiwan";"2002";1637"
"Taiwan";"2003";1881"
"Taiwan";"2004";2043"
"Taiwan";"2005";2166"
"Taiwan";"2006";2295"
"Taiwan";"2007";2297"
"Taiwan";"2008";2381"
"Taiwan";"2009";2525"
"Taiwan";"2010";2596"
"Taiwan";"2011";2698"
"Taiwan";"2012";2785"
"Taiwan";"2013";2806"
"Taiwan";"2014";2882"
"Taiwan";"2015";3085"
"Taiwan";"2016";3287"
"Taiwan";"2017";3587"
"Thailand";"1997";6036"
"Thailand";"1998";6503"
"Thailand";"1999";7135"
"Thailand";"2000";7701"
"Thailand";"2001";8553"
"Thailand";"2002";9450"
"Thailand";"2003";10497"
"Thailand";"2004";11462"
"Thailand";"2005";12365"
"Thailand";"2006";13112"
"Thailand";"2007";13760"
"Thailand";"2008";14281"
"Thailand";"2009";15083"
"Thailand";"2010";15799"
"Thailand";"2011";16554"
"Thailand";"2012";17356"
"Thailand";"2013";17970"
"Thailand";"2014";18483"
"Thailand";"2015";19004"
"Thailand";"2016";19513"
"Thailand";"2017";20106"
"TimorLeste";"1997";""
"TimorLeste";"1998";""
"TimorLeste";"1999";""
"TimorLeste";"2000";""
"TimorLeste";"2001";""
"TimorLeste";"2002";""
"TimorLeste";"2003";""
"TimorLeste";"2004";""
"TimorLeste";"2005";18"
"TimorLeste";"2006";18"
"TimorLeste";"2007";20"
"TimorLeste";"2008";19"
"TimorLeste";"2009";20"
"TimorLeste";"2010";21"
"TimorLeste";"2011";19"
"TimorLeste";"2012";17"
"TimorLeste";"2013";18"
"TimorLeste";"2014";18"
"TimorLeste";"2015";16"
"TimorLeste";"2016";14"
"TimorLeste";"2017";13"
"VerenigdeArabischeEmiraten";"1997";367"
"VerenigdeArabischeEmiraten";"1998";486"
"VerenigdeArabischeEmiraten";"1999";281"
"VerenigdeArabischeEmiraten";"2000";234"
"VerenigdeArabischeEmiraten";"2001";253"
"VerenigdeArabischeEmiraten";"2002";266"
"VerenigdeArabischeEmiraten";"2003";291"
"VerenigdeArabischeEmiraten";"2004";291"
"VerenigdeArabischeEmiraten";"2005";309"
"VerenigdeArabischeEmiraten";"2006";333"
"VerenigdeArabischeEmiraten";"2007";332"
"VerenigdeArabischeEmiraten";"2008";343"
"VerenigdeArabischeEmiraten";"2009";372"
"VerenigdeArabischeEmiraten";"2010";419"
"VerenigdeArabischeEmiraten";"2011";479"
"VerenigdeArabischeEmiraten";"2012";516"
"VerenigdeArabischeEmiraten";"2013";600"
"VerenigdeArabischeEmiraten";"2014";666"
"VerenigdeArabischeEmiraten";"2015";795"
"VerenigdeArabischeEmiraten";"2016";1089"
"VerenigdeArabischeEmiraten";"2017";1390"
"Vietnam";"1997";13363"
"Vietnam";"1998";13801"
"Vietnam";"1999";14277"
"Vietnam";"2000";14717"
"Vietnam";"2001";15302"
"Vietnam";"2002";16012"
"Vietnam";"2003";16865"
"Vietnam";"2004";17536"
"Vietnam";"2005";18019"
"Vietnam";"2006";18271"
"Vietnam";"2007";18441"
"Vietnam";"2008";18562"
"Vietnam";"2009";18913"
"Vietnam";"2010";19259"
"Vietnam";"2011";19510"
"Vietnam";"2012";19944"
"Vietnam";"2013";20295"
"Vietnam";"2014";20603"
"Vietnam";"2015";20987"
"Vietnam";"2016";21435"
"Vietnam";"2017";22023"
"Zuid-Korea";"1997";1675"
"Zuid-Korea";"1998";1819"
"Zuid-Korea";"1999";1988"
"Zuid-Korea";"2000";2245"
"Zuid-Korea";"2001";2503"
"Zuid-Korea";"2002";2764"
"Zuid-Korea";"2003";3072"
"Zuid-Korea";"2004";3328"
"Zuid-Korea";"2005";3621"
"Zuid-Korea";"2006";3889"
"Zuid-Korea";"2007";4242"
"Zuid-Korea";"2008";4530"
"Zuid-Korea";"2009";4934"
"Zuid-Korea";"2010";5223"
"Zuid-Korea";"2011";5617"
"Zuid-Korea";"2012";6061"
"Zuid-Korea";"2013";6315"
"Zuid-Korea";"2014";6592"
"Zuid-Korea";"2015";7046"
"Zuid-Korea";"2016";7435"
"Zuid-Korea";"2017";8039"
